"","X","location","country","ipc","technology_domain","year","value"
"13244",13244,"BRA","Brazil","WIPO_07","IT methods for management",2002,2.7
"13245",13245,"BRA","Brazil","WIPO_07","IT methods for management",2003,6.6533
"13246",13246,"BRA","Brazil","WIPO_07","IT methods for management",2004,4.6857
"13247",13247,"BRA","Brazil","WIPO_07","IT methods for management",2005,2.8472
"13248",13248,"BRA","Brazil","WIPO_07","IT methods for management",2006,2.1786
"13249",13249,"BRA","Brazil","WIPO_07","IT methods for management",2007,12.7639
"13250",13250,"BRA","Brazil","WIPO_07","IT methods for management",2008,8.5016
"13251",13251,"BRA","Brazil","WIPO_07","IT methods for management",2009,10.9325
"13252",13252,"BRA","Brazil","WIPO_07","IT methods for management",2010,13.6409
"13253",13253,"BRA","Brazil","WIPO_07","IT methods for management",2011,13.375
"13254",13254,"BRA","Brazil","WIPO_07","IT methods for management",2012,22.9183
"13255",13255,"BRA","Brazil","WIPO_07","IT methods for management",2013,34.2776
"13256",13256,"BRA","Brazil","WIPO_07","IT methods for management",2014,28.4624
"13257",13257,"BRA","Brazil","WIPO_07","IT methods for management",2015,31.6982
"13258",13258,"BRA","Brazil","WIPO_07","IT methods for management",2016,22.9726
"13259",13259,"BRA","Brazil","WIPO_07","IT methods for management",2017,23.2968
"13260",13260,"BRA","Brazil","WIPO_07","IT methods for management",2018,16.0865
"13261",13261,"BGR","Bulgaria","WIPO_07","IT methods for management",1999,0
"13262",13262,"BGR","Bulgaria","WIPO_07","IT methods for management",2000,0
"13263",13263,"BGR","Bulgaria","WIPO_07","IT methods for management",2001,0
"13264",13264,"BGR","Bulgaria","WIPO_07","IT methods for management",2002,0
"13265",13265,"BGR","Bulgaria","WIPO_07","IT methods for management",2003,0
"13266",13266,"BGR","Bulgaria","WIPO_07","IT methods for management",2004,1.75
"13267",13267,"BGR","Bulgaria","WIPO_07","IT methods for management",2005,0.3667
"13268",13268,"BGR","Bulgaria","WIPO_07","IT methods for management",2006,0.5
"13269",13269,"BGR","Bulgaria","WIPO_07","IT methods for management",2007,0.3667
"13270",13270,"BGR","Bulgaria","WIPO_07","IT methods for management",2008,0
"13271",13271,"BGR","Bulgaria","WIPO_07","IT methods for management",2009,3.5
"13272",13272,"BGR","Bulgaria","WIPO_07","IT methods for management",2010,0.7345
"13273",13273,"BGR","Bulgaria","WIPO_07","IT methods for management",2011,1.25
"13274",13274,"BGR","Bulgaria","WIPO_07","IT methods for management",2012,5.1667
"13275",13275,"BGR","Bulgaria","WIPO_07","IT methods for management",2013,2.7833
"13276",13276,"BGR","Bulgaria","WIPO_07","IT methods for management",2014,1.5
"13277",13277,"BGR","Bulgaria","WIPO_07","IT methods for management",2015,5.8917
"13278",13278,"BGR","Bulgaria","WIPO_07","IT methods for management",2016,1.0311
"13279",13279,"BGR","Bulgaria","WIPO_07","IT methods for management",2017,3.3515
"13280",13280,"BGR","Bulgaria","WIPO_07","IT methods for management",2018,0.2192
"13281",13281,"CYM","Cayman Islands","WIPO_07","IT methods for management",1999,0
"13282",13282,"CYM","Cayman Islands","WIPO_07","IT methods for management",2000,0
"13283",13283,"CYM","Cayman Islands","WIPO_07","IT methods for management",2001,0.25
"13284",13284,"CYM","Cayman Islands","WIPO_07","IT methods for management",2002,0.1111
"13285",13285,"CYM","Cayman Islands","WIPO_07","IT methods for management",2003,0
"13286",13286,"CYM","Cayman Islands","WIPO_07","IT methods for management",2004,0
"13287",13287,"CYM","Cayman Islands","WIPO_07","IT methods for management",2005,0
"13288",13288,"CYM","Cayman Islands","WIPO_07","IT methods for management",2006,0
"13289",13289,"CYM","Cayman Islands","WIPO_07","IT methods for management",2007,0
"13290",13290,"CYM","Cayman Islands","WIPO_07","IT methods for management",2008,0
"13291",13291,"CYM","Cayman Islands","WIPO_07","IT methods for management",2009,0
"13292",13292,"CYM","Cayman Islands","WIPO_07","IT methods for management",2010,1.1333
"13293",13293,"CYM","Cayman Islands","WIPO_07","IT methods for management",2011,0
"13294",13294,"CYM","Cayman Islands","WIPO_07","IT methods for management",2012,1.1667
"13295",13295,"CYM","Cayman Islands","WIPO_07","IT methods for management",2013,2
"13296",13296,"CYM","Cayman Islands","WIPO_07","IT methods for management",2014,0
"13297",13297,"CYM","Cayman Islands","WIPO_07","IT methods for management",2015,0
"13298",13298,"CYM","Cayman Islands","WIPO_07","IT methods for management",2016,1.6667
"13299",13299,"CYM","Cayman Islands","WIPO_07","IT methods for management",2017,1
"13300",13300,"CYM","Cayman Islands","WIPO_07","IT methods for management",2018,0.3333
"13301",13301,"CHL","Chile","WIPO_07","IT methods for management",1999,0
"13302",13302,"CHL","Chile","WIPO_07","IT methods for management",2000,0
"13303",13303,"CHL","Chile","WIPO_07","IT methods for management",2001,1
"13304",13304,"CHL","Chile","WIPO_07","IT methods for management",2002,2.5
"13305",13305,"CHL","Chile","WIPO_07","IT methods for management",2003,0.1667
"13306",13306,"CHL","Chile","WIPO_07","IT methods for management",2004,0
"13307",13307,"CHL","Chile","WIPO_07","IT methods for management",2005,1
"13308",13308,"CHL","Chile","WIPO_07","IT methods for management",2006,0.7
"13309",13309,"CHL","Chile","WIPO_07","IT methods for management",2007,0
"13310",13310,"CHL","Chile","WIPO_07","IT methods for management",2008,0.9583
"13311",13311,"CHL","Chile","WIPO_07","IT methods for management",2009,0.1111
"13312",13312,"CHL","Chile","WIPO_07","IT methods for management",2010,3.9396
"13313",13313,"CHL","Chile","WIPO_07","IT methods for management",2011,0
"13314",13314,"CHL","Chile","WIPO_07","IT methods for management",2012,0.6667
"13315",13315,"CHL","Chile","WIPO_07","IT methods for management",2013,0.08
"13316",13316,"CHL","Chile","WIPO_07","IT methods for management",2014,3.5259
"13317",13317,"CHL","Chile","WIPO_07","IT methods for management",2015,0.2
"13318",13318,"CHL","Chile","WIPO_07","IT methods for management",2016,0.5278
"13319",13319,"CHL","Chile","WIPO_07","IT methods for management",2017,3.1278
"13320",13320,"CHL","Chile","WIPO_07","IT methods for management",2018,0.1946
"13321",13321,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",1999,0
"13322",13322,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2000,1
"13323",13323,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2001,8.2119
"13324",13324,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2002,31.1571
"13325",13325,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2003,9.2915
"13326",13326,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2004,23.0215
"13327",13327,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2005,24.9036
"13328",13328,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2006,34.8089
"13329",13329,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2007,35.6245
"13330",13330,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2008,67.8603
"13331",13331,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2009,79.5727
"13332",13332,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2010,79.7355
"13333",13333,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2011,109.3467
"13334",13334,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2012,134.8178
"13335",13335,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2013,202.0084
"13336",13336,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2014,232.3943
"13337",13337,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2015,259.0516
"13338",13338,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2016,228.1567
"13339",13339,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2017,241.6926
"13340",13340,"CHN","China (People's Republic of)","WIPO_07","IT methods for management",2018,248.0871
"13341",13341,"COL","Colombia","WIPO_07","IT methods for management",1999,0
"13342",13342,"COL","Colombia","WIPO_07","IT methods for management",2000,0
"13343",13343,"COL","Colombia","WIPO_07","IT methods for management",2001,0
"13344",13344,"COL","Colombia","WIPO_07","IT methods for management",2002,1
"13345",13345,"COL","Colombia","WIPO_07","IT methods for management",2003,1
"13346",13346,"COL","Colombia","WIPO_07","IT methods for management",2004,0
"13347",13347,"COL","Colombia","WIPO_07","IT methods for management",2005,0
"13348",13348,"COL","Colombia","WIPO_07","IT methods for management",2006,0
"13349",13349,"COL","Colombia","WIPO_07","IT methods for management",2007,0
"13350",13350,"COL","Colombia","WIPO_07","IT methods for management",2008,1.5
"13351",13351,"COL","Colombia","WIPO_07","IT methods for management",2009,0
"13352",13352,"COL","Colombia","WIPO_07","IT methods for management",2010,1
"13353",13353,"COL","Colombia","WIPO_07","IT methods for management",2011,0.5
"13354",13354,"COL","Colombia","WIPO_07","IT methods for management",2012,0.55
"13355",13355,"COL","Colombia","WIPO_07","IT methods for management",2013,0.4
"13356",13356,"COL","Colombia","WIPO_07","IT methods for management",2014,1.1694
"13357",13357,"COL","Colombia","WIPO_07","IT methods for management",2015,2
"13358",13358,"COL","Colombia","WIPO_07","IT methods for management",2016,0.9
"13359",13359,"COL","Colombia","WIPO_07","IT methods for management",2017,0.1875
"13360",13360,"CRI","Costa Rica","WIPO_07","IT methods for management",1999,0
"13361",13361,"CRI","Costa Rica","WIPO_07","IT methods for management",2000,0
"13362",13362,"CRI","Costa Rica","WIPO_07","IT methods for management",2001,0
"13363",13363,"CRI","Costa Rica","WIPO_07","IT methods for management",2002,0
"13364",13364,"CRI","Costa Rica","WIPO_07","IT methods for management",2003,0
"13365",13365,"CRI","Costa Rica","WIPO_07","IT methods for management",2004,0
"13366",13366,"CRI","Costa Rica","WIPO_07","IT methods for management",2005,0.4
"13367",13367,"CRI","Costa Rica","WIPO_07","IT methods for management",2006,1
"13368",13368,"CRI","Costa Rica","WIPO_07","IT methods for management",2007,0.9095
"13369",13369,"CRI","Costa Rica","WIPO_07","IT methods for management",2008,0.2
"13370",13370,"CRI","Costa Rica","WIPO_07","IT methods for management",2009,0.2
"13371",13371,"CRI","Costa Rica","WIPO_07","IT methods for management",2010,0
"13372",13372,"CRI","Costa Rica","WIPO_07","IT methods for management",2011,0
"13373",13373,"CRI","Costa Rica","WIPO_07","IT methods for management",2012,1
"13374",13374,"CRI","Costa Rica","WIPO_07","IT methods for management",2013,0.1667
"13375",13375,"CRI","Costa Rica","WIPO_07","IT methods for management",2014,4
"13376",13376,"CRI","Costa Rica","WIPO_07","IT methods for management",2015,2.79
"13377",13377,"CRI","Costa Rica","WIPO_07","IT methods for management",2016,1.95
"13378",13378,"CRI","Costa Rica","WIPO_07","IT methods for management",2017,1.9167
"13379",13379,"CRI","Costa Rica","WIPO_07","IT methods for management",2018,1.625
"13380",13380,"HRV","Croatia","WIPO_07","IT methods for management",1999,0
"13381",13381,"HRV","Croatia","WIPO_07","IT methods for management",2000,0
"13382",13382,"HRV","Croatia","WIPO_07","IT methods for management",2001,0.075
"13383",13383,"HRV","Croatia","WIPO_07","IT methods for management",2002,0.1875
"13384",13384,"HRV","Croatia","WIPO_07","IT methods for management",2003,0
"13385",13385,"HRV","Croatia","WIPO_07","IT methods for management",2004,0
"13386",13386,"HRV","Croatia","WIPO_07","IT methods for management",2005,0
"13387",13387,"HRV","Croatia","WIPO_07","IT methods for management",2006,0
"13388",13388,"HRV","Croatia","WIPO_07","IT methods for management",2007,0
"13389",13389,"HRV","Croatia","WIPO_07","IT methods for management",2008,0
"13390",13390,"HRV","Croatia","WIPO_07","IT methods for management",2009,0
"13391",13391,"HRV","Croatia","WIPO_07","IT methods for management",2010,1
"13392",13392,"HRV","Croatia","WIPO_07","IT methods for management",2011,0
"13393",13393,"HRV","Croatia","WIPO_07","IT methods for management",2012,0.1333
"13394",13394,"HRV","Croatia","WIPO_07","IT methods for management",2013,0.3333
"13395",13395,"HRV","Croatia","WIPO_07","IT methods for management",2014,0.2273
"13396",13396,"HRV","Croatia","WIPO_07","IT methods for management",2015,1.1333
"13397",13397,"HRV","Croatia","WIPO_07","IT methods for management",2016,1.0746
"13398",13398,"HRV","Croatia","WIPO_07","IT methods for management",2017,0.3333
"13399",13399,"CYP","Cyprus","WIPO_07","IT methods for management",1999,0
"13400",13400,"CYP","Cyprus","WIPO_07","IT methods for management",2000,0
"13401",13401,"CYP","Cyprus","WIPO_07","IT methods for management",2001,0
"13402",13402,"CYP","Cyprus","WIPO_07","IT methods for management",2002,0
"13403",13403,"CYP","Cyprus","WIPO_07","IT methods for management",2003,0
"13404",13404,"CYP","Cyprus","WIPO_07","IT methods for management",2004,0
"13405",13405,"CYP","Cyprus","WIPO_07","IT methods for management",2005,0.5
"13406",13406,"CYP","Cyprus","WIPO_07","IT methods for management",2006,0.5
"13407",13407,"CYP","Cyprus","WIPO_07","IT methods for management",2007,0
"13408",13408,"CYP","Cyprus","WIPO_07","IT methods for management",2008,0
"13409",13409,"CYP","Cyprus","WIPO_07","IT methods for management",2009,0.3333
"13410",13410,"CYP","Cyprus","WIPO_07","IT methods for management",2010,0.65
"13411",13411,"CYP","Cyprus","WIPO_07","IT methods for management",2011,0
"13412",13412,"CYP","Cyprus","WIPO_07","IT methods for management",2012,0
"13413",13413,"CYP","Cyprus","WIPO_07","IT methods for management",2013,0
"13414",13414,"CYP","Cyprus","WIPO_07","IT methods for management",2014,1.35
"13415",13415,"CYP","Cyprus","WIPO_07","IT methods for management",2015,0.2
"13416",13416,"CYP","Cyprus","WIPO_07","IT methods for management",2016,1
"13417",13417,"CYP","Cyprus","WIPO_07","IT methods for management",2017,1
"13418",13418,"ECU","Ecuador","WIPO_07","IT methods for management",1999,0
"13419",13419,"ECU","Ecuador","WIPO_07","IT methods for management",2000,0
"13420",13420,"ECU","Ecuador","WIPO_07","IT methods for management",2001,0
"13421",13421,"ECU","Ecuador","WIPO_07","IT methods for management",2002,0
"13422",13422,"ECU","Ecuador","WIPO_07","IT methods for management",2003,0.6667
"13423",13423,"ECU","Ecuador","WIPO_07","IT methods for management",2004,0
"13424",13424,"ECU","Ecuador","WIPO_07","IT methods for management",2005,0
"13425",13425,"ECU","Ecuador","WIPO_07","IT methods for management",2006,0
"13426",13426,"ECU","Ecuador","WIPO_07","IT methods for management",2007,0
"13427",13427,"ECU","Ecuador","WIPO_07","IT methods for management",2008,0
"13428",13428,"ECU","Ecuador","WIPO_07","IT methods for management",2009,0
"13429",13429,"ECU","Ecuador","WIPO_07","IT methods for management",2010,0
"13430",13430,"ECU","Ecuador","WIPO_07","IT methods for management",2011,0
"13431",13431,"ECU","Ecuador","WIPO_07","IT methods for management",2012,0
"13432",13432,"ECU","Ecuador","WIPO_07","IT methods for management",2013,0.3929
"13433",13433,"ECU","Ecuador","WIPO_07","IT methods for management",2014,0
"13434",13434,"ECU","Ecuador","WIPO_07","IT methods for management",2015,0
"13435",13435,"ECU","Ecuador","WIPO_07","IT methods for management",2016,0
"13436",13436,"ECU","Ecuador","WIPO_07","IT methods for management",2017,0
"13437",13437,"ECU","Ecuador","WIPO_07","IT methods for management",2018,0
